Date,ticker,company,Open,High,Low,Close,Volume,monthly_return
2021-03-01 05:00:00+00:00,BA,Boeing,219.6000061035156,278.57000732421875,213.8000030517578,254.72000122070312,518525300,
2021-04-01 04:00:00+00:00,BA,Boeing,256.6700134277344,260.4800109863281,230.22000122070312,234.30999755859375,260859300,-8.012721248546573
2021-05-01 04:00:00+00:00,BA,Boeing,234.11000061035156,252.6000061035156,219.07000732421875,247.02000427246097,258429700,5.424440632623373
2021-06-01 04:00:00+00:00,BA,Boeing,253.0,258.3999938964844,235.66000366210935,239.55999755859375,263280000,-3.020001046408727
2021-07-01 04:00:00+00:00,BA,Boeing,240.36000061035156,241.8000030517578,204.8000030517578,226.47999572753903,272388100,-5.460010838351881
2021-08-01 04:00:00+00:00,BA,Boeing,227.19000244140625,241.1499938964844,210.94000244140625,219.5,187951900,-3.0819480127225574
2021-09-01 04:00:00+00:00,BA,Boeing,220.0,229.94000244140625,206.52999877929688,219.94000244140625,194135500,0.20045669312358516
2021-10-01 04:00:00+00:00,BA,Boeing,222.8500061035156,232.1000061035156,204.6000061035156,207.02999877929688,171554300,-5.869784267893108
2021-11-01 04:00:00+00:00,BA,Boeing,207.0,233.94000244140625,193.8500061035156,197.8500061035156,222628900,-4.434136468100725
2021-12-01 05:00:00+00:00,BA,Boeing,200.80999755859375,212.67999267578125,185.2599945068359,201.32000732421875,212678500,1.7538544926238853
2022-01-01 05:00:00+00:00,BA,Boeing,204.0,229.6699981689453,183.77000427246097,200.2400054931641,219087100,-0.5364602581775957
2022-02-01 05:00:00+00:00,BA,Boeing,202.47999572753903,223.22999572753903,186.8800048828125,205.33999633789065,167301100,2.5469390255788094
2022-03-01 05:00:00+00:00,BA,Boeing,203.11000061035156,203.5,167.5800018310547,191.5,243634200,-6.740039244530172
2022-04-01 04:00:00+00:00,BA,Boeing,192.5800018310547,192.6199951171875,146.0,148.83999633789062,182424500,-22.27676431441743
2022-05-01 04:00:00+00:00,BA,Boeing,148.02000427246094,157.99000549316406,117.08000183105467,131.39999389648438,229236700,-11.717282229579373
2022-06-01 04:00:00+00:00,BA,Boeing,133.0,147.17999267578125,113.0199966430664,136.72000122070312,239311400,4.048712002536159
2022-07-01 04:00:00+00:00,BA,Boeing,135.8800048828125,163.33999633789062,131.2899932861328,159.30999755859375,183896900,16.52281753671452
2022-08-01 04:00:00+00:00,BA,Boeing,165.9499969482422,173.85000610351562,157.91000366210938,160.25,144159200,0.5900461087261721
2022-09-01 04:00:00+00:00,BA,Boeing,158.0,160.97000122070312,120.98999786376952,121.08000183105467,151513600,-24.443056579685074
2022-10-01 04:00:00+00:00,BA,Boeing,122.0,150.13999938964844,121.0199966430664,142.50999450683594,167018800,17.69903563900086
2022-11-01 04:00:00+00:00,BA,Boeing,143.99000549316406,179.97999572753906,141.5399932861328,178.8800048828125,162162800,25.521024333652576
2022-12-01 05:00:00+00:00,BA,Boeing,178.8800048828125,196.3999938964844,172.85000610351562,190.4900054931641,141664400,6.490384779426583
2023-01-01 05:00:00+00:00,BA,Boeing,192.9499969482422,216.63999938964844,192.3999938964844,213.0,148282600,11.816890050771555
2023-02-01 05:00:00+00:00,BA,Boeing,212.11000061035156,221.3300018310547,197.36000061035156,201.5500030517578,104439200,-5.37558542170995
2023-03-01 05:00:00+00:00,BA,Boeing,201.47000122070312,216.1199951171875,192.41000366210935,212.42999267578125,138812800,5.398158997412406
2023-04-01 04:00:00+00:00,BA,Boeing,212.8000030517578,218.57000732421875,198.1499938964844,206.77999877929688,110192000,-2.65969688428489
2023-05-01 04:00:00+00:00,BA,Boeing,206.25,208.5800018310547,193.27000427246097,205.6999969482422,96903100,-0.5222951143390886
2023-06-01 04:00:00+00:00,BA,Boeing,206.4600067138672,223.91000366210935,200.61000061035156,211.16000366210935,130163000,2.6543542998889835
2023-07-01 04:00:00+00:00,BA,Boeing,210.5,240.1300048828125,207.88999938964844,238.8500061035156,125764100,13.11327995888596
2023-08-01 04:00:00+00:00,BA,Boeing,237.5500030517578,243.1000061035156,212.8800048828125,224.02999877929688,103489700,-6.20473391061831
2023-09-01 04:00:00+00:00,BA,Boeing,226.0,226.22999572753903,190.02999877929688,191.67999267578125,87433600,-14.44003315617799
2023-10-01 04:00:00+00:00,BA,Boeing,191.47000122070312,199.6199951171875,176.25,186.82000732421875,132944000,-2.5354682477388035
2023-11-01 04:00:00+00:00,BA,Boeing,189.69000244140625,233.0,187.5,231.6300048828125,119256700,23.98565239365813
2023-12-01 05:00:00+00:00,BA,Boeing,231.77000427246097,267.5400085449219,230.0,260.6600036621094,120216100,12.53291808804471
2024-01-01 05:00:00+00:00,BA,Boeing,257.2799987792969,258.5899963378906,198.32000732421875,211.0399932861328,319541900,-19.036296201506396
2024-02-01 05:00:00+00:00,BA,Boeing,213.83999633789065,214.6300048828125,197.1499938964844,203.72000122070312,129650600,-3.468533120878692
2024-03-01 05:00:00+00:00,BA,Boeing,204.0,205.05999755859375,177.52000427246094,192.9900054931641,186407500,-5.267031054017391
2024-04-01 04:00:00+00:00,BA,Boeing,192.2400054931641,192.8699951171875,159.6999969482422,167.83999633789062,170817200,-13.03176767677967
2024-05-01 04:00:00+00:00,BA,Boeing,167.5,188.6300048828125,167.5,177.61000061035156,138437200,5.821022691630806
2024-06-01 04:00:00+00:00,BA,Boeing,178.08999633789062,192.6300048828125,172.0500030517578,182.0099945068359,115888900,2.4773345427419047
2024-07-01 04:00:00+00:00,BA,Boeing,182.1999969482422,196.9499969482422,177.22999572753906,190.6000061035156,129529100,4.719527419334701
2024-08-01 04:00:00+00:00,BA,Boeing,190.0,191.1699981689453,162.5,173.74000549316406,128582400,-8.845750299291598
2024-09-01 04:00:00+00:00,BA,Boeing,167.02999877929688,169.60000610351562,151.24000549316406,152.0399932861328,191872500,-12.489934108978174
2024-10-01 04:00:00+00:00,BA,Boeing,151.4600067138672,163.44000244140625,146.02000427246094,149.30999755859375,339046200,-1.7955773796972774
2024-11-01 04:00:00+00:00,BA,Boeing,152.77999877929688,157.66000366210938,137.02999877929688,155.44000244140625,269602800,4.105555544200512
2024-12-01 05:00:00+00:00,BA,Boeing,155.91000366210938,182.57000732421875,153.3699951171875,177.0,238381100,13.87030186564806
